"Pedido_ID";"Cliente_ID";"Vendedor_ID";"Data_Venda";"Meta_ID";"% Frete";"Cancelado";"Data_Remessa";"Periodo"
24111;194;"O5";"2019-11-09";"O5|43556";2.9;0;"2019-11-13";"2019-11-01"
24112;150;"O4";"2019-11-09";"O4|43678";3.3;0;"2019-11-15";"2019-11-01"
24113;219;"O14";"2019-11-09";"O14|43952";2.5;0;"2019-11-11";"2019-11-01"
24114;224;"O9";"2019-11-09";"O9|43831";2.6;0;"2019-11-15";"2019-11-01"
24115;519;"O8";"2019-11-09";"O8|43525";3.0;0;"2019-12-11";"2019-11-01"
24116;114;"O13";"2019-11-10";"O13|44409";3.0;0;"2019-11-15";"2019-11-01"
24117;458;"O10";"2019-11-10";"O10|44256";1.7;1;;"2019-11-01"
24118;417;"O14";"2019-11-11";"O14|43556";2.6;0;"2019-11-15";"2019-11-01"
24119;94;"O14";"2019-11-11";"O14|43617";4.2;0;"2019-11-18";"2019-11-01"
24120;36;"O14";"2019-11-11";"O14|43497";3.9;0;"2019-11-17";"2019-11-01"
24121;176;"O11";"2019-11-11";"O11|43586";3.3;0;"2019-11-18";"2019-11-01"
24122;197;"O6";"2019-11-12";"O6|43617";2.6;0;"2019-11-19";"2019-11-01"
24123;507;"O8";"2019-11-12";"O8|44256";3.9;0;"2019-11-14";"2019-11-01"
24124;202;"O5";"2019-11-12";"O5|44348";4.4;0;"2019-11-17";"2019-11-01"
24125;217;"O14";"2019-11-12";"O14|44197";3.1;0;"2019-11-17";"2019-11-01"
24126;422;"O13";"2019-11-12";"O13|44317";3.1;0;"2019-11-14";"2019-11-01"
24127;365;"O14";"2019-11-12";"O14|43922";2.6;0;"2019-11-14";"2019-11-01"
24128;224;"O14";"2019-11-12";"O14|44197";2.6;0;"2019-11-18";"2019-11-01"
24129;199;"O10";"2019-11-12";"O10|44287";4.1;0;"2019-11-15";"2019-11-01"
24130;337;"O7";"2019-11-12";"O7|43770";5.0;0;"2019-11-14";"2019-11-01"
24131;278;"O14";"2019-11-12";"O14|43831";4.0;0;"2019-11-14";"2019-11-01"
24132;188;"O12";"2019-11-12";"O12|44348";2.8;0;"2019-11-17";"2019-11-01"
24133;199;"O6";"2019-11-13";"O6|43466";4.1;0;"2019-11-18";"2019-11-01"
24134;133;"O11";"2019-11-13";"O11|43678";3.0;0;"2019-11-19";"2019-11-01"
24135;114;"O13";"2019-11-14";"O13|43525";3.0;0;"2019-11-19";"2019-11-01"
24136;2;"O14";"2019-11-14";"O14|43617";3.7;0;"2019-11-21";"2019-11-01"
24137;110;"O12";"2019-11-14";"O12|43952";4.3;1;;"2019-11-01"
24138;196;"O6";"2019-11-14";"O6|43952";2.6;0;"2019-11-21";"2019-11-01"
24139;231;"O14";"2019-11-14";"O14|44256";3.0;0;"2019-11-16";"2019-11-01"
24140;435;"O9";"2019-11-14";"O9|44136";3.1;0;"2019-11-19";"2019-11-01"
24141;440;"O6";"2019-11-14";"O6|44287";3.0;0;"2019-11-21";"2019-11-01"
24142;228;"O14";"2019-11-14";"O14|43497";3.4;0;"2019-11-18";"2019-11-01"
24143;49;"O9";"2019-11-14";"O9|44136";4.4;0;"2019-11-16";"2019-11-01"
24144;120;"O11";"2019-11-14";"O11|43586";3.3;0;"2019-11-16";"2019-11-01"
24145;497;"O5";"2019-11-15";"O5|43647";3.0;0;"2019-11-18";"2019-11-01"
24146;146;"O14";"2019-11-15";"O14|43678";3.2;1;;"2019-11-01"
24147;198;"O6";"2019-11-15";"O6|44075";4.1;0;"2019-11-17";"2019-11-01"
24148;75;"O1";"2019-11-15";"O1|44228";3.2;1;;"2019-11-01"
24149;214;"O5";"2019-11-15";"O5|44166";2.3;0;"2019-12-01";"2019-11-01"
24150;110;"O12";"2019-11-15";"O12|44228";4.3;0;"2019-11-21";"2019-11-01"
24151;516;"O8";"2019-11-15";"O8|44228";4.2;0;"2019-12-10";"2019-11-01"
24152;485;"O4";"2019-11-15";"O4|43891";2.5;0;"2019-11-17";"2019-11-01"
24153;40;"O14";"2019-11-15";"O14|44197";4.4;0;"2019-11-19";"2019-11-01"
24154;138;"O11";"2019-11-15";"O11|44105";3.7;0;"2019-11-17";"2019-11-01"
24155;150;"O4";"2019-11-15";"O4|44013";3.3;1;;"2019-11-01"
24156;228;"O14";"2019-11-15";"O14|44287";3.4;1;;"2019-11-01"
24157;23;"O3";"2019-11-15";"O3|43678";1.7;0;"2019-11-20";"2019-11-01"
24158;20;"O2";"2019-11-15";"O2|44287";3.2;0;"2019-11-21";"2019-11-01"
24159;157;"O13";"2019-11-16";"O13|44197";3.4;0;"2019-11-18";"2019-11-01"
24160;84;"O14";"2019-11-17";"O14|43800";4.0;1;;"2019-11-01"
24161;202;"O8";"2019-11-17";"O8|43466";4.4;0;"2019-11-23";"2019-11-01"
24162;475;"O14";"2019-11-17";"O14|44013";2.5;0;"2019-11-23";"2019-11-01"
24163;364;"O7";"2019-11-17";"O7|44075";2.5;1;;"2019-11-01"
24164;114;"O13";"2019-11-17";"O13|43525";3.0;0;"2019-11-24";"2019-11-01"
24165;110;"O12";"2019-11-17";"O12|44228";4.3;0;"2019-12-19";"2019-11-01"
24166;469;"O5";"2019-11-17";"O5|44136";4.0;0;"2019-12-17";"2019-11-01"
24167;13;"O14";"2019-11-17";"O14|43678";3.4;0;"2019-11-23";"2019-11-01"
24168;229;"O14";"2019-11-17";"O14|44044";2.6;0;"2019-11-23";"2019-11-01"
24169;120;"O11";"2019-11-17";"O11|43586";3.3;1;;"2019-11-01"
24170;199;"O6";"2019-11-18";"O6|43800";4.1;0;"2019-11-22";"2019-11-01"
24171;6;"O14";"2019-11-18";"O14|44256";3.1;0;"2019-11-21";"2019-11-01"
24172;30;"O1";"2019-11-18";"O1|43770";3.9;0;"2019-11-24";"2019-11-01"
24173;144;"O14";"2019-11-18";"O14|43586";4.8;0;"2019-11-25";"2019-11-01"
24174;178;"O4";"2019-11-18";"O4|44105";2.2;0;"2019-11-22";"2019-11-01"
24175;350;"O7";"2019-11-18";"O7|44105";2.6;0;"2019-11-20";"2019-11-01"
24176;124;"O5";"2019-11-18";"O5|43709";2.2;0;"2019-11-21";"2019-11-01"
24177;178;"O2";"2019-11-19";"O2|43497";2.2;0;"2019-11-21";"2019-11-01"
24178;514;"O8";"2019-11-19";"O8|44105";2.4;0;"2019-11-24";"2019-11-01"
24179;212;"O1";"2019-11-19";"O1|44197";4.2;0;"2019-11-24";"2019-11-01"
24180;483;"O9";"2019-11-20";"O9|43922";3.1;0;"2019-11-24";"2019-11-01"
24181;276;"O9";"2019-11-20";"O9|44044";4.0;0;"2019-12-05";"2019-11-01"
24182;40;"O13";"2019-11-20";"O13|44317";3.0;0;"2019-11-22";"2019-11-01"
24183;221;"O14";"2019-11-20";"O14|44013";3.7;0;"2019-11-24";"2019-11-01"
24184;23;"O3";"2019-11-20";"O3|43952";1.7;0;"2019-11-23";"2019-11-01"
24185;59;"O3";"2019-11-20";"O3|44136";4.0;0;"2019-11-25";"2019-11-01"
24186;46;"O7";"2019-11-20";"O7|43891";2.9;0;"2019-11-26";"2019-11-01"
24187;171;"O14";"2019-11-21";"O14|43497";4.0;0;"2019-11-24";"2019-11-01"
24188;196;"O6";"2019-11-21";"O6|43617";2.6;0;"2019-11-25";"2019-11-01"
24189;148;"O4";"2019-11-21";"O4|43678";3.3;0;"2019-11-25";"2019-11-01"
24190;456;"O14";"2019-11-21";"O14|43922";3.3;0;"2019-11-24";"2019-11-01"
24191;341;"O14";"2019-11-21";"O14|43800";3.0;0;"2019-11-24";"2019-11-01"
24192;37;"O3";"2019-11-21";"O3|44166";3.7;0;"2019-11-27";"2019-11-01"
24193;37;"O14";"2019-11-21";"O14|43466";3.7;0;"2019-11-23";"2019-11-01"
24194;163;"O11";"2019-11-21";"O11|43952";2.8;0;"2019-11-25";"2019-11-01"
24195;196;"O6";"2019-11-21";"O6|44287";2.6;0;"2019-11-23";"2019-11-01"
24196;203;"O14";"2019-11-21";"O14|44136";2.4;0;"2019-11-26";"2019-11-01"
24197;363;"O8";"2019-11-22";"O8|43983";3.7;0;"2019-11-27";"2019-11-01"
24198;329;"O4";"2019-11-22";"O4|44075";3.1;0;"2019-12-08";"2019-11-01"
24199;208;"O14";"2019-11-22";"O14|44136";3.8;0;"2019-11-29";"2019-11-01"
24200;115;"O13";"2019-11-22";"O13|44409";3.7;1;;"2019-11-01"
24201;223;"O14";"2019-11-22";"O14|43952";3.7;0;"2019-11-29";"2019-11-01"
24202;221;"O9";"2019-11-22";"O9|43617";3.7;0;"2019-11-27";"2019-11-01"
24203;199;"O6";"2019-11-22";"O6|44228";4.1;0;"2019-11-25";"2019-11-01"
24204;36;"O1";"2019-11-22";"O1|43617";3.9;0;"2019-11-24";"2019-11-01"
24205;172;"O14";"2019-11-22";"O14|44228";4.0;0;"2019-11-26";"2019-11-01"
24206;132;"O11";"2019-11-23";"O11|43770";3.0;1;;"2019-11-01"
24207;513;"O14";"2019-11-23";"O14|44197";3.7;0;"2019-11-27";"2019-11-01"
24208;402;"O5";"2019-11-23";"O5|43647";3.8;0;"2019-11-30";"2019-11-01"
24209;78;"O8";"2019-11-24";"O8|44228";4.4;1;;"2019-11-01"
24210;178;"O2";"2019-11-25";"O2|44378";2.2;0;"2019-12-01";"2019-11-01"
24211;436;"O8";"2019-11-25";"O8|43770";3.1;0;"2019-11-27";"2019-11-01"
24212;313;"O8";"2019-11-25";"O8|43647";1.7;0;"2019-11-29";"2019-11-01"
24213;230;"O14";"2019-11-25";"O14|44197";2.4;0;"2019-11-30";"2019-11-01"
24214;148;"O2";"2019-11-25";"O2|43497";3.3;0;"2019-12-01";"2019-11-01"
24215;211;"O10";"2019-11-26";"O10|43586";3.2;0;"2019-11-30";"2019-11-01"
24216;53;"O3";"2019-11-26";"O3|43739";2.4;0;"2019-12-02";"2019-11-01"
24217;93;"O4";"2019-11-26";"O4|44287";3.3;0;"2019-12-02";"2019-11-01"
24218;451;"O5";"2019-11-26";"O5|44136";2.9;0;"2019-12-02";"2019-11-01"
24219;371;"O8";"2019-11-26";"O8|43983";2.6;0;"2019-11-29";"2019-11-01"
24220;117;"O9";"2019-11-26";"O9|44166";4.4;0;"2019-11-30";"2019-11-01"
24221;404;"O14";"2019-11-26";"O14|43497";2.5;1;;"2019-11-01"
24222;164;"O11";"2019-11-27";"O11|43862";2.8;0;"2019-12-01";"2019-11-01"
24223;115;"O12";"2019-11-27";"O12|43586";3.7;0;"2019-11-29";"2019-11-01"
24224;437;"O10";"2019-11-27";"O10|44228";3.1;0;"2019-12-04";"2019-11-01"
24225;436;"O3";"2019-11-27";"O3|43497";3.1;1;;"2019-11-01"
24226;94;"O14";"2019-11-28";"O14|43647";4.2;1;;"2019-11-01"
24227;517;"O14";"2019-11-28";"O14|43800";4.2;0;"2019-12-05";"2019-11-01"
24228;188;"O12";"2019-11-28";"O12|44348";2.8;0;"2019-12-01";"2019-11-01"
24229;508;"O13";"2019-11-28";"O13|43770";3.7;0;"2019-12-01";"2019-11-01"
24230;74;"O14";"2019-11-28";"O14|44378";3.0;0;"2019-12-01";"2019-11-01"
24231;130;"O7";"2019-11-28";"O7|44105";3.4;1;;"2019-11-01"
24232;190;"O5";"2019-11-28";"O5|44013";2.4;0;"2019-12-03";"2019-11-01"
24233;473;"O13";"2019-11-29";"O13|43983";3.7;0;"2019-12-04";"2019-11-01"
24234;191;"O10";"2019-11-30";"O10|43709";2.4;0;"2019-12-02";"2019-11-01"
24235;463;"O5";"2019-11-30";"O5|43709";3.1;0;"2019-12-26";"2019-11-01"
24236;111;"O12";"2019-11-30";"O12|43831";4.3;0;"2019-12-18";"2019-11-01"
24237;270;"O10";"2019-11-30";"O10|44228";5.0;0;"2019-12-07";"2019-11-01"
24238;188;"O12";"2019-11-30";"O12|44166";2.8;0;"2019-12-05";"2019-11-01"
24239;383;"O14";"2019-11-30";"O14|44317";2.9;0;"2019-12-07";"2019-11-01"
24240;19;"O3";"2019-11-30";"O3|43983";3.1;0;"2019-12-04";"2019-11-01"
24241;410;"O6";"2019-11-30";"O6|43952";3.7;0;"2019-12-06";"2019-11-01"
24242;164;"O11";"2019-11-30";"O11|43497";2.8;0;"2019-12-03";"2019-11-01"
24243;457;"O14";"2019-11-30";"O14|44136";2.4;0;"2019-12-06";"2019-11-01"
24244;387;"O7";"2019-11-30";"O7|44105";3.3;0;"2019-12-04";"2019-11-01"
24245;461;"O5";"2019-11-30";"O5|44197";3.7;0;"2019-12-04";"2019-11-01"
24246;205;"O14";"2019-11-30";"O14|43922";3.1;0;"2019-12-05";"2019-11-01"
24247;370;"O6";"2019-11-30";"O6|44409";2.5;0;"2019-12-06";"2019-11-01"
24248;82;"O10";"2019-11-30";"O10|44317";4.2;0;"2019-12-05";"2019-11-01"
24249;74;"O12";"2019-12-01";"O12|43952";3.0;0;"2019-12-06";"2019-12-01"
24250;155;"O11";"2019-12-01";"O11|43983";3.3;0;"2019-12-06";"2019-12-01"
24251;188;"O13";"2019-12-02";"O13|43891";2.8;0;"2019-12-05";"2019-12-01"
24252;367;"O5";"2019-12-02";"O5|44197";4.7;0;"2019-12-04";"2019-12-01"
24253;64;"O12";"2019-12-02";"O12|44287";4.3;0;"2019-12-09";"2019-12-01"
24254;503;"O5";"2019-12-02";"O5|44287";3.9;0;"2019-12-06";"2019-12-01"
24255;210;"O5";"2019-12-02";"O5|44348";1.7;0;"2019-12-08";"2019-12-01"
24256;423;"O5";"2019-12-02";"O5|44136";2.6;0;"2019-12-04";"2019-12-01"
24257;196;"O6";"2019-12-02";"O6|43647";2.6;0;"2019-12-09";"2019-12-01"
24258;495;"O14";"2019-12-02";"O14|43586";2.4;0;"2019-12-07";"2019-12-01"
24259;185;"O12";"2019-12-02";"O12|43617";3.0;0;"2019-12-18";"2019-12-01"
24260;518;"O10";"2019-12-02";"O10|43922";4.2;0;"2019-12-05";"2019-12-01"
24261;324;"O5";"2019-12-02";"O5|44166";3.9;0;"2019-12-06";"2019-12-01"
24262;144;"O14";"2019-12-02";"O14|44197";4.8;0;"2019-12-08";"2019-12-01"
24263;265;"O14";"2019-12-02";"O14|43497";2.6;0;"2019-12-09";"2019-12-01"
24264;497;"O14";"2019-12-02";"O14|44348";3.0;1;;"2019-12-01"
24265;460;"O14";"2019-12-02";"O14|43556";4.5;1;;"2019-12-01"
24266;504;"O14";"2019-12-02";"O14|43497";3.9;0;"2019-12-05";"2019-12-01"
24267;451;"O1";"2019-12-02";"O1|43617";2.9;0;"2019-12-08";"2019-12-01"
24268;362;"O4";"2019-12-03";"O4|44136";4.3;0;"2019-12-05";"2019-12-01"
24269;460;"O14";"2019-12-03";"O14|44166";4.5;0;"2019-12-06";"2019-12-01"
24270;115;"O13";"2019-12-03";"O13|44409";3.7;0;"2019-12-09";"2019-12-01"
24271;93;"O2";"2019-12-03";"O2|43831";3.3;0;"2019-12-10";"2019-12-01"
24272;190;"O10";"2019-12-03";"O10|43800";2.4;0;"2019-12-30";"2019-12-01"
24273;228;"O14";"2019-12-03";"O14|43709";3.4;0;"2019-12-05";"2019-12-01"
24274;228;"O14";"2019-12-03";"O14|44105";3.4;1;;"2019-12-01"
24275;196;"O6";"2019-12-03";"O6|43739";2.6;1;;"2019-12-01"
24276;436;"O14";"2019-12-04";"O14|44013";3.1;0;"2019-12-11";"2019-12-01"
24277;44;"O3";"2019-12-05";"O3|43617";3.0;0;"2019-12-10";"2019-12-01"
24278;264;"O14";"2019-12-05";"O14|43952";3.9;0;"2020-01-10";"2019-12-01"
24279;229;"O9";"2019-12-05";"O9|44013";2.6;0;"2019-12-08";"2019-12-01"
24280;165;"O13";"2019-12-05";"O13|44044";2.7;0;"2019-12-10";"2019-12-01"
24281;223;"O13";"2019-12-05";"O13|44317";3.7;0;"2020-01-10";"2019-12-01"
24282;180;"O11";"2019-12-05";"O11|43556";2.2;1;;"2019-12-01"
24283;351;"O8";"2019-12-05";"O8|43647";2.3;0;"2019-12-08";"2019-12-01"
24284;507;"O13";"2019-12-05";"O13|44013";3.9;1;;"2019-12-01"
24285;267;"O7";"2019-12-05";"O7|43497";3.9;0;"2019-12-08";"2019-12-01"
24286;314;"O7";"2019-12-05";"O7|43525";3.9;0;"2019-12-11";"2019-12-01"
24287;121;"O2";"2019-12-06";"O2|44197";1.6;0;"2019-12-11";"2019-12-01"
24288;445;"O5";"2019-12-07";"O5|43647";3.9;0;"2019-12-15";"2019-12-01"
24289;100;"O9";"2019-12-08";"O9|43466";4.4;0;"2019-12-17";"2019-12-01"
24290;114;"O13";"2019-12-08";"O13|43800";3.0;1;;"2019-12-01"
24291;227;"O13";"2019-12-08";"O13|43525";3.3;0;"2019-12-10";"2019-12-01"
24292;101;"O12";"2019-12-08";"O12|43678";4.3;0;"2019-12-15";"2019-12-01"
24293;215;"O14";"2019-12-08";"O14|43800";3.1;1;;"2019-12-01"
24294;428;"O9";"2019-12-08";"O9|43556";4.5;0;"2020-01-12";"2019-12-01"
24295;74;"O14";"2019-12-08";"O14|43952";3.0;0;"2019-12-12";"2019-12-01"
24296;283;"O6";"2019-12-08";"O6|44075";3.4;0;"2019-12-12";"2019-12-01"
24297;444;"O5";"2019-12-09";"O5|43983";3.7;0;"2019-12-11";"2019-12-01"
24298;153;"O4";"2019-12-09";"O4|44348";2.8;0;"2019-12-16";"2019-12-01"
24299;229;"O14";"2019-12-09";"O14|43800";2.6;0;"2019-12-16";"2019-12-01"
24300;230;"O14";"2019-12-09";"O14|43952";2.4;0;"2019-12-16";"2019-12-01"
24301;503;"O8";"2019-12-10";"O8|44166";3.9;0;"2019-12-14";"2019-12-01"
24302;217;"O14";"2019-12-10";"O14|44197";3.1;0;"2019-12-12";"2019-12-01"
24303;396;"O8";"2019-12-10";"O8|44044";2.5;0;"2019-12-14";"2019-12-01"
24304;331;"O4";"2019-12-10";"O4|43525";4.6;0;"2019-12-16";"2019-12-01"
24305;170;"O11";"2019-12-10";"O11|43983";1.5;0;"2019-12-17";"2019-12-01"
24306;203;"O1";"2019-12-11";"O1|43525";2.4;0;"2019-12-28";"2019-12-01"
24307;211;"O14";"2019-12-11";"O14|43739";3.2;0;"2019-12-17";"2019-12-01"
24308;284;"O14";"2019-12-11";"O14|44013";3.8;0;"2019-12-13";"2019-12-01"
24309;422;"O14";"2019-12-11";"O14|44197";3.1;0;"2019-12-18";"2019-12-01"
24310;75;"O1";"2019-12-11";"O1|44228";3.2;0;"2019-12-16";"2019-12-01"
24311;226;"O14";"2019-12-11";"O14|44409";4.0;0;"2019-12-17";"2019-12-01"
24312;13;"O14";"2019-12-11";"O14|43952";3.4;0;"2019-12-16";"2019-12-01"
24313;126;"O6";"2019-12-11";"O6|44013";3.7;0;"2020-01-13";"2019-12-01"
24314;368;"O5";"2019-12-11";"O5|43831";4.3;0;"2019-12-15";"2019-12-01"
24315;164;"O11";"2019-12-11";"O11|43497";2.9;0;"2019-12-16";"2019-12-01"
24316;316;"O11";"2019-12-12";"O11|43678";3.7;0;"2019-12-14";"2019-12-01"
24317;92;"O14";"2019-12-13";"O14|43952";4.4;0;"2019-12-17";"2019-12-01"
24318;410;"O10";"2019-12-13";"O10|44197";3.7;0;"2019-12-17";"2019-12-01"
24319;272;"O14";"2019-12-14";"O14|43586";1.7;1;;"2019-12-01"
24320;355;"O7";"2019-12-15";"O7|43739";3.7;0;"2019-12-21";"2019-12-01"
24321;119;"O14";"2019-12-15";"O14|43586";4.4;0;"2019-12-18";"2019-12-01"
24322;200;"O10";"2019-12-16";"O10|44013";4.1;0;"2019-12-19";"2019-12-01"
24323;509;"O13";"2019-12-17";"O13|44105";3.7;0;"2019-12-20";"2019-12-01"
24324;217;"O14";"2019-12-18";"O14|44044";3.1;0;"2019-12-20";"2019-12-01"
24325;163;"O11";"2019-12-18";"O11|43952";2.9;0;"2019-12-24";"2019-12-01"
24326;466;"O3";"2019-12-18";"O3|43831";4.0;0;"2019-12-24";"2019-12-01"
24327;178;"O11";"2019-12-18";"O11|43739";2.2;0;"2019-12-25";"2019-12-01"
24328;147;"O14";"2019-12-18";"O14|44197";3.2;0;"2019-12-25";"2019-12-01"
24329;500;"O14";"2019-12-19";"O14|44197";3.7;0;"2019-12-31";"2019-12-01"
24330;293;"O1";"2019-12-19";"O1|44013";3.0;0;"2019-12-24";"2019-12-01"
24331;511;"O9";"2019-12-20";"O9|44348";3.7;0;"2019-12-27";"2019-12-01"
24332;30;"O1";"2019-12-20";"O1|44409";3.9;0;"2020-01-25";"2019-12-01"
24333;9;"O3";"2019-12-20";"O3|43952";2.5;1;;"2019-12-01"
24334;146;"O2";"2019-12-21";"O2|43922";3.2;0;"2019-12-28";"2019-12-01"
24335;198;"O6";"2019-12-21";"O6|44075";4.1;1;;"2019-12-01"
24336;493;"O11";"2019-12-21";"O11|44197";2.4;0;"2019-12-25";"2019-12-01"
24337;299;"O7";"2019-12-21";"O7|44287";2.6;1;;"2019-12-01"
24338;227;"O9";"2019-12-21";"O9|43800";3.3;0;"2019-12-26";"2019-12-01"
24339;112;"O12";"2019-12-21";"O12|44044";3.0;0;"2020-01-01";"2019-12-01"
24340;110;"O12";"2019-12-21";"O12|44044";4.3;1;;"2019-12-01"
24341;219;"O9";"2019-12-21";"O9|44166";2.5;0;"2019-12-25";"2019-12-01"
24342;192;"O5";"2019-12-21";"O5|44166";2.4;0;"2019-12-28";"2019-12-01"
24343;466;"O12";"2019-12-21";"O12|44409";4.0;0;"2019-12-28";"2019-12-01"
24344;93;"O2";"2019-12-21";"O2|43831";3.3;0;"2019-12-25";"2019-12-01"
24345;253;"O8";"2019-12-21";"O8|44075";2.4;0;"2019-12-23";"2019-12-01"
24346;513;"O6";"2019-12-22";"O6|43709";3.7;0;"2019-12-24";"2019-12-01"
24347;146;"O8";"2019-12-22";"O8|43862";3.2;0;"2019-12-24";"2019-12-01"
24348;208;"O1";"2019-12-22";"O1|43922";3.8;1;;"2019-12-01"
24349;129;"O6";"2019-12-22";"O6|44317";3.7;0;"2019-12-27";"2019-12-01"
24350;80;"O14";"2019-12-22";"O14|43497";3.5;0;"2019-12-27";"2019-12-01"
24351;213;"O14";"2019-12-22";"O14|44197";4.6;0;"2020-01-06";"2019-12-01"
24352;118;"O14";"2019-12-22";"O14|43497";4.4;0;"2019-12-24";"2019-12-01"
24353;180;"O11";"2019-12-23";"O11|43800";2.2;0;"2019-12-25";"2019-12-01"
24354;178;"O2";"2019-12-23";"O2|43556";2.2;0;"2019-12-28";"2019-12-01"
24355;374;"O14";"2019-12-24";"O14|43952";5.0;0;"2019-12-29";"2019-12-01"
24356;254;"O14";"2019-12-24";"O14|44197";3.7;0;"2020-01-10";"2019-12-01"
24357;70;"O5";"2019-12-24";"O5|44287";3.2;0;"2019-12-28";"2019-12-01"
24358;80;"O1";"2019-12-24";"O1|44136";3.5;0;"2020-01-20";"2019-12-01"
24359;32;"O14";"2019-12-24";"O14|44197";3.1;0;"2019-12-27";"2019-12-01"
24360;195;"O5";"2019-12-24";"O5|44136";2.9;0;"2019-12-28";"2019-12-01"
24361;512;"O2";"2019-12-24";"O2|44197";3.1;0;"2020-01-18";"2019-12-01"
24362;189;"O5";"2019-12-24";"O5|43770";2.4;0;"2019-12-31";"2019-12-01"
24363;407;"O14";"2019-12-24";"O14|43497";3.1;0;"2020-01-30";"2019-12-01"
24364;153;"O4";"2019-12-25";"O4|44197";2.8;0;"2019-12-30";"2019-12-01"
24365;373;"O2";"2019-12-25";"O2|44228";4.7;0;"2019-12-27";"2019-12-01"
24366;82;"O14";"2019-12-25";"O14|44348";4.6;0;"2019-12-28";"2019-12-01"
24367;248;"O8";"2019-12-25";"O8|43891";4.0;0;"2019-12-27";"2019-12-01"
24368;474;"O13";"2019-12-25";"O13|44044";2.6;0;"2019-12-31";"2019-12-01"
24369;146;"O2";"2019-12-25";"O2|43497";3.2;0;"2019-12-30";"2019-12-01"
24370;148;"O4";"2019-12-26";"O4|44256";3.3;0;"2019-12-29";"2019-12-01"
24371;131;"O7";"2019-12-26";"O7|43739";2.9;0;"2019-12-31";"2019-12-01"
24372;157;"O12";"2019-12-26";"O12|44075";3.4;0;"2019-12-31";"2019-12-01"
24373;504;"O1";"2019-12-26";"O1|44044";3.9;0;"2019-12-29";"2019-12-01"
24374;459;"O6";"2019-12-26";"O6|43891";2.9;0;"2020-01-02";"2019-12-01"
24375;37;"O14";"2019-12-26";"O14|43586";3.7;0;"2020-01-02";"2019-12-01"
24376;212;"O2";"2019-12-27";"O2|44317";4.2;0;"2020-01-02";"2019-12-01"
24377;93;"O4";"2019-12-27";"O4|43862";3.3;0;"2020-01-02";"2019-12-01"
24378;229;"O14";"2019-12-27";"O14|44256";2.6;0;"2019-12-29";"2019-12-01"
24379;74;"O14";"2019-12-28";"O14|44348";3.0;0;"2019-12-31";"2019-12-01"
24380;286;"O2";"2019-12-28";"O2|43739";3.0;0;"2020-01-04";"2019-12-01"
24381;90;"O3";"2019-12-29";"O3|43525";3.6;0;"2020-01-04";"2019-12-01"
24382;157;"O4";"2019-12-29";"O4|43983";3.4;0;"2020-01-01";"2019-12-01"
24383;231;"O14";"2019-12-29";"O14|44013";3.0;0;"2020-01-02";"2019-12-01"
24384;185;"O12";"2019-12-29";"O12|43617";3.0;0;"2020-01-05";"2019-12-01"
24385;303;"O5";"2019-12-29";"O5|44348";3.0;0;"2020-01-02";"2019-12-01"
24386;86;"O3";"2019-12-29";"O3|43497";2.7;0;"2020-01-04";"2019-12-01"
24387;159;"O14";"2019-12-29";"O14|44197";4.8;0;"2020-01-02";"2019-12-01"
24388;15;"O5";"2019-12-29";"O5|43952";2.4;0;"2019-12-31";"2019-12-01"
24389;502;"O5";"2019-12-29";"O5|44256";3.9;0;"2020-01-01";"2019-12-01"
24390;264;"O14";"2019-12-29";"O14|44197";3.9;0;"2020-01-03";"2019-12-01"
24391;196;"O6";"2019-12-30";"O6|44378";2.6;0;"2020-01-04";"2019-12-01"
24392;201;"O6";"2019-12-30";"O6|44317";2.6;0;"2020-01-01";"2019-12-01"
24393;485;"O5";"2019-12-31";"O5|44348";2.5;0;"2020-01-03";"2019-12-01"
24394;80;"O14";"2019-12-31";"O14|44256";3.5;0;"2020-02-01";"2019-12-01"
24395;249;"O8";"2020-01-01";"O8|43770";3.3;0;"2020-01-05";"2020-01-01"
24396;414;"O14";"2020-01-01";"O14|44013";3.1;0;"2020-01-05";"2020-01-01"
24397;274;"O14";"2020-01-01";"O14|44075";2.4;0;"2020-01-07";"2020-01-01"
24398;32;"O14";"2020-01-01";"O14|44075";3.1;0;"2020-01-07";"2020-01-01"
24399;56;"O14";"2020-01-02";"O14|43586";3.2;0;"2020-01-05";"2020-01-01"
24400;202;"O8";"2020-01-02";"O8|43709";4.4;0;"2020-01-09";"2020-01-01"
24401;60;"O3";"2020-01-02";"O3|43709";3.7;0;"2020-01-04";"2020-01-01"
24402;202;"O14";"2020-01-02";"O14|43800";4.4;0;"2020-01-04";"2020-01-01"
24403;214;"O14";"2020-01-02";"O14|43800";2.3;0;"2020-01-27";"2020-01-01"
24404;109;"O12";"2020-01-02";"O12|43831";4.3;0;"2020-01-04";"2020-01-01"
24405;80;"O1";"2020-01-02";"O1|43831";3.5;0;"2020-01-07";"2020-01-01"
24406;58;"O14";"2020-01-02";"O14|44105";3.4;1;;"2020-01-01"
24407;197;"O6";"2020-01-02";"O6|44166";2.6;0;"2020-01-09";"2020-01-01"
24408;210;"O14";"2020-01-02";"O14|44197";1.7;0;"2020-01-09";"2020-01-01"
24409;20;"O14";"2020-01-02";"O14|44197";4.4;0;"2020-01-09";"2020-01-01"
24410;201;"O5";"2020-01-02";"O5|44256";2.6;0;"2020-01-09";"2020-01-01"
